calgo_str,enforcer,info_loss_args_str,gen,alpha_dm,sample,enforcer_str,max_dist,anonymized_anonymity,alpha_adm,data,anonymized_attribute_anonymity,num_anonymized_edges,info_loss,num_removed_edges,max_k,handler_str,anonymized_degree_anonymity,za,gen_str,range_k,min_k,num_anonymized_entities,num_anonymized_fake_entities,calgo,num_raw_edges,num_fake_edges,gen_n,adm,dm,am,radm,num_raw_entities,removed_entities
km#max,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,1135502,adm,842,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1092564,0,0.027475423793806356,0.0002211999999999876,0.05472964758761305,0.027475423793806356,5000,0
km#max,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,8,1173287,adm,536,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1130043,1,0.028973087693850475,0.00023929333333331967,0.05770688205436764,0.028973087693850475,5000,0
km#max,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,20,1188225,adm,1008,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1145453,2,0.02939429667896149,0.00021473333333332155,0.058573860024589655,0.02939429667896149,5000,0
km#max,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,2,784489,adm,7321,5,n,1,,"te#2,5,1",1,2,4403,0,km,43780,748030,0,0.13401133689285288,0.11950315333333167,0.14851952045237318,0.016600420327774944,5000,597
km#max,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,20,4791271,adm,6647,50,n,2,,"te#5,50,5",5,5,4517,0,km,43780,4754138,0,0.192607214606718,0.09669760666666885,0.288516822546769,0.1062789828611814,5000,483
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,828873,adm,8850,5,n,1,2.0,"zipf#2,5,1,2",1,2,4201,0,km,43780,793943,2,0.1753922740769769,0.15991539333333085,0.19086915482062108,0.01857087308760954,5000,799
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,856867,adm,8547,5,n,1,2.0,"zipf#2,5,1,2",1,2,4226,0,km,43780,821634,0,0.17099617599158973,0.15493768666666488,0.18705466531651305,0.01917745477998379,5000,774
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,956697,adm,9072,5,n,1,2.0,"zipf#2,5,1,2",1,2,4193,0,km,43780,921989,1,0.1794138518485402,0.16151752666666347,0.1973101770304135,0.021494349693508205,5000,807
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,3762845,adm,10527,50,n,1,2.0,"zipf#5,50,5,2",5,5,4053,0,km,43780,3729592,1,0.2674998015678378,0.1895299066666596,0.34546969646900877,0.09636686180533081,5000,947
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,6,4390698,adm,10697,50,n,1,2.0,"zipf#5,50,5,2",5,5,4005,0,km,43780,4357615,0,0.2889538710357549,0.1991993333333329,0.3787084087381751,0.11233287411694447,5000,995
km#max,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,14,3457055,adm,11425,50,n,2,2.0,"zipf#5,50,5,2",5,5,4053,0,km,43780,3424700,2,0.26176813908747826,0.18944169333332916,0.33409458484162396,0.08928325930948819,5000,947
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,307530,adm,32467,50,n,1,2.0,"zipf#5,50,5,2",5,5,1573,0,km,43780,296217,0,0.6911823979423717,0.6854244866666658,0.696940309218077,0.018464945176418262,5000,3427
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,354511,adm,31317,50,n,1,2.0,"zipf#5,50,5,2",5,5,1680,0,km,43780,342048,2,0.6707930345801308,0.6640274733333258,0.6775585958269251,0.020298157291578852,5000,3320
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,391526,adm,29971,50,n,1,2.0,"zipf#5,50,5,2",5,5,1834,0,km,43780,377717,1,0.6405945090911841,0.6332218733333256,0.6479671448490323,0.020210983791999364,5000,3166
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,9,1237702,adm,1948,50,n,1,2.0,"zipf#5,50,5,2",5,5,4985,0,km,43780,1195870,0,0.03254522580047676,0.003133100000000149,0.06195735160095355,0.029634329038344145,5000,15
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,15,1208163,adm,1439,50,n,1,2.0,"zipf#5,50,5,2",5,5,4985,0,km,43780,1165822,2,0.03144275245164736,0.0031519000000001197,0.05973360490329486,0.02852856668731598,5000,15
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,28,1195189,adm,1649,50,n,1,2.0,"zipf#5,50,5,2",5,5,4985,0,km,43780,1153058,1,0.03150751625462217,0.0031530466666668325,0.05986198584257767,0.02859352709669469,5000,15
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,5,1188328,adm,840,50,n,1,2.0,"zipf#5,50,5,2",5,5,4999,0,km,43780,1145388,2,0.0290374701060141,0.00041843999999999405,0.05765650021202814,0.02884326060650504,5000,1
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,12,1232694,adm,1096,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1190010,0,0.03005106703945504,0.00016246666666665767,0.05993966741224349,0.03005106703945504,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,19,1218065,adm,2064,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1176349,1,0.02984293100571984,0.00013755999999999212,0.05954830201143987,0.02984293100571984,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,1212159,adm,841,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1169220,2,0.02972756021808209,0.00023011999999998615,0.05922500043616418,0.02972756021808209,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,12,1236710,adm,336,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1193266,0,0.029891878465049353,0.00025099999999998534,0.05953275693009858,0.029891878465049353,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,19,1215758,adm,1904,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1173882,1,0.02978739375377488,0.0001428533333333257,0.05943193417421662,0.02978739375377488,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,1197689,adm,1685,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1155594,2,0.029720077319128586,0.00013725333333332565,0.059302901304923765,0.029720077319128586,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,12,1229770,adm,1384,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1187374,0,0.03001598342647551,0.00014541333333332497,0.05988655351961764,0.03001598342647551,5000,0
km#mean,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,19,1213646,adm,1468,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1171334,1,0.029641764306974346,0.00019275999999998947,0.059090768613948276,0.029641764306974346,5000,0
km#mean,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,15,1854230,adm,16103,50,n,1,,"te#5,50,5",5,5,3445,0,km,43780,1826553,0,0.34946995110429296,0.31111083333332396,0.38782906887525354,0.05587077650702535,5000,1555
km#mean,sr,"0.50,0.50",te,0.5,-1,sr,,2,0.5,freebase,2,249498,adm,20293,5,n,2,,"te#2,5,1",1,2,2984,0,km,43780,226011,0,0.4065258763845728,0.40326117333333106,0.40979057943581154,0.005607474589435243,5000,2016
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,276219,adm,23333,5,n,1,2.0,"zipf#2,5,1,2",1,2,2646,0,km,43780,255772,1,0.47461389677992766,0.47084475333332937,0.4783830402265212,0.007244527709520856,5000,2354
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,307206,adm,23689,5,n,1,2.0,"zipf#2,5,1,2",1,2,2589,0,km,43780,287115,0,0.4864968503323241,0.4822517333333303,0.49074196733131514,0.008344802246453942,5000,2411
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,337855,adm,23681,5,n,1,2.0,"zipf#2,5,1,2",1,2,2596,0,km,43780,317756,2,0.48553077034085945,0.4808507866666626,0.4902107540150512,0.009156944500816994,5000,2404
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,667018,adm,32525,50,n,1,2.0,"zipf#5,50,5,2",5,5,1573,0,km,43780,655763,0,0.6980432877309429,0.6854318199999914,0.710654755461884,0.040298632822820465,5000,3427
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,685262,adm,31424,50,n,1,2.0,"zipf#5,50,5,2",5,5,1680,0,km,43780,672906,2,0.6771487185005802,0.6640281666666599,0.6902692703344933,0.03921592217198136,5000,3320
km#mean,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,863841,adm,29983,50,n,1,2.0,"zipf#5,50,5,2",5,5,1834,0,km,43780,850044,1,0.6493865074735059,0.6332180066666617,0.6655550082803454,0.04417134612853616,5000,3166
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,345334,adm,31445,50,n,1,2.0,"zipf#5,50,5,2",5,5,1633,0,km,43780,332999,0,0.6801171547318279,0.6734463266666607,0.6867879827969894,0.020713147690654944,5000,3367
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,352974,adm,31848,50,n,1,2.0,"zipf#5,50,5,2",5,5,1622,0,km,43780,341042,1,0.6820396240634956,0.675636099999997,0.6884431481269937,0.019966754769483657,5000,3378
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,372242,adm,31016,50,n,1,2.0,"zipf#5,50,5,2",5,5,1734,0,km,43780,359478,2,0.6603544196907049,0.653236633333331,0.6674722060480756,0.020729294257688838,5000,3266
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,5,808786,adm,549,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,765555,0,0.018766894256984135,0.00020431999999998953,0.037329468513968476,0.018766894256984135,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,7,1190108,adm,573,50,n,1,2.0,"zipf#5,50,5,2",5,5,4985,0,km,43780,1146901,2,0.031126039884498254,0.003237366666666803,0.05901471310232987,0.02821103009615087,5000,15
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,22,1198344,adm,1330,50,n,1,2.0,"zipf#5,50,5,2",5,5,4985,0,km,43780,1155894,1,0.03153754701569414,0.0031934600000001027,0.0598816340313883,0.028623709206503183,5000,15
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,5,802949,adm,1061,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,760230,0,0.018653219903836858,0.00018425333333332378,0.0371221864743404,0.018653219903836858,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,6,1204474,adm,1590,50,n,1,2.0,"zipf#5,50,5,2",5,5,4999,0,km,43780,1162284,1,0.02943862079184942,0.0003587733333333223,0.05851846825036525,0.0292444855694727,5000,1
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,16,1217916,adm,747,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1174883,2,0.029254723042033873,0.00021255999999998738,0.05829688608406752,0.029254723042033873,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,801409,adm,1122,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,758751,0,0.018616527326833082,0.000177546666666658,0.03705550798699978,0.018616527326833082,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,1214664,adm,248,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1171132,1,0.02937935643505955,0.0002508266666666525,0.0585078862034524,0.02937935643505955,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,16,1219597,adm,723,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1176540,2,0.02923835248632667,0.00022970666666665234,0.05824699830598653,0.02923835248632667,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,807093,adm,329,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,763642,0,0.018645491768504822,0.000210586666666656,0.03708039687034328,0.018645491768504822,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,1213015,adm,665,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1169900,1,0.029273959098446916,0.0002209599999999877,0.058326958196893576,0.029273959098446916,5000,0
km#min,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,16,1199135,adm,1185,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,km,43780,1156540,2,0.028892454315479228,0.00016729333333332378,0.05761761529762524,0.028892454315479228,5000,0
km#min,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,2,269799,adm,20191,5,n,1,,"te#2,5,1",1,2,2998,0,km,43780,246210,0,0.40401705673997584,0.40044811333333075,0.4075860001466177,0.006059241603093546,5000,2002
km#min,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,15,782223,adm,26678,50,n,2,,"te#5,50,5",5,5,2246,0,km,43780,765121,0,0.5658718090323738,0.5508336666666586,0.5809099513980851,0.03359850785161024,5000,2754
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,218888,adm,23598,5,n,1,2.0,"zipf#2,5,1,2",1,2,2622,0,km,43780,198706,0,0.47851372452045443,0.47564337999999673,0.4813840690409114,0.0055938140284517105,5000,2378
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,263139,adm,23631,5,n,1,2.0,"zipf#2,5,1,2",1,2,2625,0,km,43780,242990,2,0.47861214697817595,0.4750436866666636,0.48218060728968676,0.006917923798189279,5000,2375
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,295716,adm,23351,5,n,1,2.0,"zipf#2,5,1,2",1,2,2627,0,km,43780,275287,1,0.4787311716934848,0.47464507333332884,0.4828172700536366,0.007901654605199749,5000,2373
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,825867,adm,31798,50,n,1,2.0,"zipf#5,50,5,2",5,5,1633,0,km,43780,813885,0,0.689471790017966,0.6734181933333284,0.7055253867025958,0.04926682784532372,5000,3367
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,838558,adm,31081,50,n,1,2.0,"zipf#5,50,5,2",5,5,1734,0,km,43780,825859,2,0.6693705614360065,0.6532345133333315,0.6855066095386807,0.046721639207452884,5000,3266
km#min,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,911117,adm,31916,50,n,1,2.0,"zipf#5,50,5,2",5,5,1622,0,km,43780,899253,1,0.692156516564076,0.6756440200000016,0.708669013128152,0.05117865258774536,5000,3378
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,373739,adm,602,50,n,1,2.0,"zipf#5,50,5,2",5,5,4960,0,vac,43780,330561,0,0.016778864505752476,0.008110386666666745,0.025447342344838357,0.008850110497257417,5000,40
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,384769,adm,378,50,n,2,2.0,"zipf#5,50,5,2",5,5,4985,0,vac,43780,341367,1,0.011984261232644849,0.0031238400000001033,0.020844682465289737,0.009011481997594498,5000,15
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.00,0.0,1,0.5,freebase,5,392492,adm,280,50,n,1,2.0,"zipf#5,50,5,2",5,5,4995,0,vac,43780,348992,2,0.010250490357113671,0.0011220800000000415,0.01937890071422737,0.009259811269484263,5000,5
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,5,363862,adm,596,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,320678,0,0.008711576672071734,0.00010105333333333104,0.017322100010810162,0.008711576672071734,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,5,392529,adm,210,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,348959,1,0.009250081346334073,0.00012494666666666444,0.018375216026001496,0.009250081346334073,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.25,0.25,1,0.5,freebase,5,392900,adm,932,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,350052,2,0.009345177147926521,9.982666666666387e-05,0.018590527629186438,0.009345177147926521,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,5,363862,adm,596,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,320678,0,0.008711576672071734,0.00010105333333333104,0.017322100010810162,0.008711576672071734,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,5,392529,adm,210,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,348959,1,0.009250081346334073,0.00012494666666666444,0.018375216026001496,0.009250081346334073,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.50,0.5,1,0.5,freebase,5,392900,adm,932,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,350052,2,0.009345177147926521,9.982666666666387e-05,0.018590527629186438,0.009345177147926521,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,363862,adm,596,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,320678,0,0.008711576672071734,0.00010105333333333104,0.017322100010810162,0.008711576672071734,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,392529,adm,210,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,348959,1,0.009250081346334073,0.00012494666666666444,0.018375216026001496,0.009250081346334073,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#0.75,0.75,1,0.5,freebase,5,392900,adm,932,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,350052,2,0.009345177147926521,9.982666666666387e-05,0.018590527629186438,0.009345177147926521,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,363862,adm,596,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,320678,0,0.008711576672071734,0.00010105333333333104,0.017322100010810162,0.008711576672071734,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,392529,adm,210,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,348959,1,0.009250081346334073,0.00012494666666666444,0.018375216026001496,0.009250081346334073,5000,0
vac,ms,"0.50,0.50",zipf,0.5,-1,ms#1.00,1.0,1,0.5,freebase,5,392900,adm,932,50,n,1,2.0,"zipf#5,50,5,2",5,5,5000,0,vac,43780,350052,2,0.009345177147926521,9.982666666666387e-05,0.018590527629186438,0.009345177147926521,5000,0
vac,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,2,74003,adm,156,5,n,1,,"te#2,5,1",1,2,4997,0,vac,43780,30379,0,0.0013116672624233663,0.0006193866666666666,0.0020039478581800724,0.000712100342120338,5000,3
vac,sr,"0.50,0.50",te,0.5,-1,sr,,1,0.5,freebase,5,412848,adm,772,50,n,1,,"te#5,50,5",5,5,4980,0,vac,43780,369840,0,0.013680554333168405,0.004125726666666656,0.02323538199967018,0.009719685538508514,5000,20
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,91755,adm,166,5,n,1,2.0,"zipf#2,5,1,2",1,2,4997,0,vac,43780,48141,0,0.0017632825508514492,0.0006290933333333333,0.002897471768369563,0.0011639896778981337,5000,3
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,91760,adm,74,5,n,1,2.0,"zipf#2,5,1,2",1,2,4999,0,vac,43780,48054,1,0.0013551915172982686,0.00022965333333333066,0.002480729701263202,0.0011554255683384532,5000,1
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,2,92393,adm,172,5,n,1,2.0,"zipf#2,5,1,2",1,2,4996,0,vac,43780,48785,2,0.001982981512634618,0.0008281866666666772,0.0031377763586025666,0.0011839399482868743,5000,4
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,373739,adm,602,50,n,1,2.0,"zipf#5,50,5,2",5,5,4960,0,vac,43780,330561,0,0.016778864505752476,0.008110386666666745,0.025447342344838357,0.008850110497257417,5000,40
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,384769,adm,378,50,n,2,2.0,"zipf#5,50,5,2",5,5,4985,0,vac,43780,341367,1,0.011984261232644849,0.0031238400000001033,0.020844682465289737,0.009011481997594498,5000,15
vac,sr,"0.50,0.50",zipf,0.5,-1,sr,,1,0.5,freebase,5,392492,adm,280,50,n,1,2.0,"zipf#5,50,5,2",5,5,4995,0,vac,43780,348992,2,0.010250490357113671,0.0011220800000000415,0.01937890071422737,0.009259811269484263,5000,5
