anonymized_anonymity,num_anonymized_edges,num_removed_edges,data,calgo,min_k,num_raw_edges,alpha_adm,anonymized_attribute_anonymity,anonymized_degree_anonymity,handler_str,enforcer,enforcer_str,gen,gen_str,num_anonymized_fake_entities,max_k,sample,max_dist,range_k,za,info_loss_args_str,info_loss,alpha_dm,num_fake_edges,num_anonymized_entities,calgo_str,gen_n,adm,dm,am,radm,num_raw_entities,removed_entities
1,2368413,1022,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2273069,8917,hdbscan#mean,2,0.01421048911141188,7.30416171898873e-05,0.028347936605634092,0.01421048911141188,8917,0
1,2370391,863,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2274888,8917,hdbscan#min,2,0.014226757445612933,8.063786991816968e-05,0.028372877021307415,0.014226757445612933,8917,0
1,2375977,599,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2280210,8917,hdbscan#mean,2,0.014251114101260655,9.542163661038543e-05,0.028406806565910974,0.014251114101260655,8917,0
1,2377056,5360,yago,km,5,96366,0.5,13,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2286050,8912,km#max,0,0.014575698610185291,0.0006468149459391554,0.028504582274431662,0.014022859049414308,8917,5
1,2377380,598,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2281612,8917,hdbscan#mean,0,0.01420718883185136,9.73615736688914e-05,0.028317016090033658,0.01420718883185136,8917,0
1,2384964,5124,yago,km,5,96366,0.5,21,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2293722,8812,km#max,2,0.02579366307059571,0.011863163153334931,0.03972416298785676,0.014185969526350302,8917,105
1,2386032,680,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2290346,8917,hdbscan#min,1,0.01431331582079189,9.542792489906502e-05,0.02853120371668464,0.01431331582079189,8917,0
1,2386720,3743,yago,km,5,96366,0.5,25,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2294097,8916,km#max,0,0.014409839029252384,0.00023453430298577257,0.0285851437555188,0.014299304152668082,8917,1
1,2391665,853,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2296152,8917,hdbscan#mean,1,0.014301305088775773,8.424420347749939e-05,0.028518365974074346,0.014301305088775773,8917,0
1,2392248,1213,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2297095,8917,hdbscan#min,0,0.014441153800701578,5.9103625325448215e-05,0.028823203976077762,0.014441153800701578,8917,0
1,2392661,708,yago,hdbscan,5,96366,0.5,7,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2297003,8917,hdbscan#mean,0,0.014349454663922507,9.56857447350437e-05,0.02860322358311019,0.014349454663922507,8917,0
1,2394939,678,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2299251,8917,hdbscan#min,1,0.014256438782886034,9.314527610737224e-05,0.02841973228966464,0.014256438782886034,8917,0
1,2396727,654,yago,hdbscan,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2301015,8917,hdbscan#min,1,0.014322666076182766,0.00010098677209426855,0.02854434538027137,0.014322666076182766,8917,0
1,2408203,653,yago,km,5,96366,0.5,25,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2312490,8917,km#max,0,0.014549445142637818,0.00010695435805382424,0.028991935927221664,0.014549445142637818,8917,0
1,2410083,583,yago,km,5,96366,0.5,27,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2314300,8917,km#max,0,0.014502696754911776,0.00011683011542946065,0.028888563394394138,0.014502696754911776,8917,0
1,2422524,4586,yago,km,5,96366,0.5,6,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2330744,8912,km#max,1,0.014753644419118531,0.0006809634976286574,0.02882632534060837,0.014200914278042478,8917,5
1,2422618,3944,yago,km,5,96366,0.5,21,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2330196,8866,km#max,2,0.02043251174099654,0.005826495626388351,0.0350385278556047,0.01479804348355478,8917,51
1,2423559,367,yago,km,5,96366,0.5,18,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2327560,8917,km#max,2,0.014751001784124826,0.00011028400691112994,0.029391719561338618,0.014751001784124826,8917,0
1,2441787,421,yago,km,5,96366,0.5,6,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2345842,8917,km#max,1,0.014769021271516483,0.0001243037465284392,0.029413738796504173,0.014769021271516483,8917,0
1,2445662,3831,yago,km,5,96366,0.5,6,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2353127,8865,km#max,1,0.02041420992904107,0.005948793408827096,0.0348796264492549,0.014668536485654048,8917,52
1,2457027,288,yago,km,5,96366,0.5,18,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2360949,8917,km#max,2,0.015058176075998356,0.00011565106130151843,0.03000070109069511,0.015058176075998356,8917,0
1,2473768,386,yago,km,5,96366,0.5,6,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2377788,8917,km#max,1,0.014988221458177917,0.00011746523258637826,0.029858977683769276,0.014988221458177917,8917,0
1,2572336,4961,yago,km,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2480931,8808,km#mean,1,0.027341785437455936,0.012344723444773838,0.04233884743013862,0.015305786819571135,8917,109
1,2575115,4980,yago,km,5,96366,0.5,24,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2483729,8862,km#min,0,0.021294162738335978,0.006280134344005529,0.03630819113266626,0.01522039631507903,8917,55
1,2592378,4552,yago,km,5,96366,0.5,6,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2500564,8816,km#mean,1,0.02699551562177962,0.011409801120419602,0.0425812301231396,0.01584882696660552,8917,101
1,2598213,4926,yago,km,5,96366,0.5,9,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2506773,8861,km#min,1,0.021660741286123584,0.006396697207166025,0.03692478536508098,0.015478175635035334,8917,56
1,2598991,4338,yago,km,5,96366,0.5,24,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2506963,8816,km#mean,0,0.02701395953012986,0.011415765562234899,0.04261215349802494,0.015867516733597136,8917,101
1,2603433,515,yago,km,5,96366,0.5,6,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2507582,8917,km#mean,1,0.01579858826749232,0.00011801545784608497,0.03147916107713878,0.01579858826749232,8917,0
1,2608394,315,yago,km,5,96366,0.5,24,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2512343,8917,km#mean,0,0.01571988707616205,0.00012468733213806123,0.03131508682018599,0.01571988707616205,8917,0
1,2612399,219,yago,km,5,96366,0.5,9,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2516252,8917,km#min,2,0.015689023639984218,0.0001389460267253038,0.03123910125324294,0.015689023639984218,8917,0
1,2614426,4655,yago,km,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2522715,8810,km#mean,2,0.02721681510589702,0.012128047881645997,0.04230558233014789,0.01540287154978254,8917,107
1,2618216,4632,yago,km,5,96366,0.5,5,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2526482,8862,km#min,2,0.02150712756892566,0.006299785246137931,0.03671446989171301,0.015434744221651416,8917,55
1,2619075,370,yago,km,5,96366,0.5,24,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2523079,8917,km#mean,0,0.015791513953952424,0.00012732526924031127,0.03145570263866465,0.015791513953952424,8917,0
1,2622427,3971,yago,km,5,96366,0.5,15,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2530032,8841,km#min,0,0.02430938474083369,0.008633002883343857,0.039985766598324035,0.015922519852863304,8917,76
1,2623633,568,yago,km,5,96366,0.5,5,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2527835,8917,km#min,1,0.015902450501637282,0.0001172514307711787,0.0316876495725037,0.015902450501637282,8917,0
1,2626575,679,yago,km,5,96366,0.5,6,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2530888,8917,km#mean,1,0.01598651880799005,0.00010827804282145945,0.031864759573158576,0.01598651880799005,8917,0
1,2631787,543,yago,km,5,96366,0.5,9,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2535964,8917,km#min,2,0.015888365141669893,0.00011816008848577878,0.031658570194854206,0.015888365141669893,8917,0
1,2641127,497,yago,km,5,96366,0.5,5,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2545258,8917,km#min,1,0.016015519827087998,0.00012146144004401304,0.031909578214131776,0.016015519827087998,8917,0
1,2644121,3587,yago,km,5,96366,0.5,11,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2551342,8814,km#mean,2,0.02739319208826691,0.011682810317708429,0.043103573858824976,0.016028132853355196,8917,103
1,2644137,158,yago,km,5,96366,0.5,15,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2547929,8917,km#min,0,0.01588783940370217,0.0001376223419576679,0.03163805646544646,0.01588783940370217,8917,0
1,2647183,5145,yago,km,5,96366,0.5,24,1,n,ms,ms#0.25,zipf,"zipf#5,50,5,2",0,50,-1,0.25,5,2.0,"0.50,0.50",adm,0.5,2555962,8862,km#mean,0,0.021738006304058668,0.006275433848215508,0.03720057875990242,0.015666979818765824,8917,55
1,2648428,3880,yago,km,5,96366,0.5,9,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2555942,8865,km#min,2,0.0217053979906828,0.005957172553496359,0.03745362342786925,0.01596732307125159,8917,52
1,2650844,473,yago,km,5,96366,0.5,6,1,n,ms,ms#1.00,zipf,"zipf#5,50,5,2",0,50,-1,1.0,5,2.0,"0.50,0.50",adm,0.5,2554951,8917,km#mean,2,0.01598231098840487,0.0001243509086935574,0.031840271068116405,0.01598231098840487,8917,0
1,2655947,349,yago,km,5,96366,0.5,6,1,n,ms,ms#0.75,zipf,"zipf#5,50,5,2",0,50,-1,0.75,5,2.0,"0.50,0.50",adm,0.5,2559930,8917,km#mean,2,0.016005688151911765,0.00012501432314954535,0.031886361980673836,0.016005688151911765,8917,0
1,2687802,4476,yago,km,5,96366,0.5,5,1,n,ms,ms#0.50,zipf,"zipf#5,50,5,2",0,50,-1,0.5,5,2.0,"0.50,0.50",adm,0.5,2595912,8865,km#min,1,0.022143541559190252,0.005912739505666833,0.03837434361271393,0.01640790560533624,8917,52
1,4698650,52465,yago,km,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,4654749,5611,km#mean,2,0.3932709935751727,0.3708407906673035,0.41570119648305315,0.03582773073527165,8917,3306
1,5012806,44063,yago,km,5,96366,0.5,5,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,4960503,7001,km#min,0,0.2395683377802209,0.2150171244563847,0.26411955110406415,0.03148261824617878,8917,1916
1,5064130,40829,yago,km,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,5008593,7239,km#max,2,0.21322359116125847,0.18834416895606196,0.2381030133664657,0.030872295980198486,8917,1678
1,5078248,40332,yago,km,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,5022214,7261,km#max,1,0.2104741242707471,0.1858890041084945,0.2350592444329908,0.030433419067335547,8917,1656
1,5119088,53239,yago,km,5,96366,0.5,22,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,5075961,5652,km#mean,0,0.39099817397197717,0.3661584821801654,0.41583786576380094,0.039196900242323744,8917,3265
1,5135329,53470,yago,km,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,5092433,5591,km#min,0,0.3974399950926664,0.3731038923135949,0.4217760978717183,0.03903777217814496,8917,3326
1,5139919,37227,yago,km,2,96366,0.5,2,1,n,sr,sr,te,"te#2,5,1",0,5,-1,,1,,"0.50,0.50",adm,0.5,5080780,7491,km#max,0,0.18579561039710513,0.16008438267159183,0.21150683812260784,0.03082093259622129,8917,1426
1,5291062,52340,yago,km,5,96366,0.5,19,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,5247036,5608,km#mean,1,0.3964620641972971,0.3711119322428562,0.4218121961517609,0.04035533809044539,8917,3309
1,5303647,40325,yago,km,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,5247606,7253,km#max,0,0.21291835803235265,0.1867755427676648,0.23906117329703838,0.03236763904715989,8917,1664
1,5587778,52086,yago,km,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,5543498,5720,km#min,1,0.3852459934683511,0.3586197468564058,0.41187224008031037,0.0416897766949754,8917,3197
1,5680013,52091,yago,km,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,5635738,5768,km#min,2,0.37990599086101967,0.3532378017983771,0.40657417992362593,0.041408800419293415,8917,3149
1,5933884,44290,yago,km,5,96366,0.5,5,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,5881808,6986,km#mean,0,0.24553717427422433,0.21670097253038895,0.27437337601807155,0.03702229731595778,8917,1931
1,14641502,18392,yago,km,5,96366,0.5,13,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,14563528,8318,km#max,0,0.14433134865336827,0.06732687388581834,0.22133582342091732,0.08271836725712893,8917,599
1,15134389,17836,yago,km,5,96366,0.5,6,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,15055859,8362,km#max,1,0.14242027781936045,0.06252803712112857,0.22231251851758552,0.08551143940021794,8917,555
1,15899358,14731,yago,km,5,96366,0.5,5,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,15817723,8699,km#max,0,0.11173740309296654,0.024506262751944057,0.19896854343399084,0.08947798234902644,8917,218
1,16615640,18529,yago,km,5,96366,0.5,16,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,16537803,8269,km#max,2,0.1611728786482668,0.07267565293722283,0.24967010435930811,0.0954384412751169,8917,648
1,36430198,8852,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36342684,8259,hdbscan#mean,0,0.32357643720270884,0.07420368036181134,0.5729491940436132,0.2697030456736665,8917,658
1,36430198,8852,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36342684,8259,hdbscan#min,0,0.32357643720270884,0.07420368036181134,0.5729491940436132,0.2697030456736665,8917,658
1,36446869,8128,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36358631,8321,hdbscan#mean,1,0.31952795787083577,0.06687170554197887,0.572184210199691,0.27078973261746975,8917,596
1,36446869,8128,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36358631,8321,hdbscan#min,1,0.31952795787083577,0.06687170554197887,0.572184210199691,0.27078973261746975,8917,596
1,36601255,7684,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36512573,8213,hdbscan#mean,2,0.33214486187355713,0.07938952042102077,0.5849002033260983,0.2749182495877435,8917,704
1,36601255,7684,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,36512573,8213,hdbscan#min,2,0.33214486187355713,0.07938952042102077,0.5849002033260983,0.2749182495877435,8917,704
1,36692333,594,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,te,"te#2,5,1",0,5,-1,,1,,"0.50,0.50",adm,0.5,36596561,8917,hdbscan#mean,0,0.25466343277564674,0.00039931576376253257,0.5089275497875329,0.25466343277564674,8917,0
1,36692333,594,yago,hdbscan,2,96366,0.5,2,1,n,sr,sr,te,"te#2,5,1",0,5,-1,,1,,"0.50,0.50",adm,0.5,36596561,8917,hdbscan#min,0,0.25466343277564674,0.00039931576376253257,0.5089275497875329,0.25466343277564674,8917,0
1,48099451,20326,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48023411,6677,hdbscan#mean,1,0.5800111299065596,0.25129589210374004,0.9087263677093866,0.43913349631546994,8917,2240
1,48099451,20326,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48023411,6677,hdbscan#min,1,0.5800111299065596,0.25129589210374004,0.9087263677093866,0.43913349631546994,8917,2240
1,48168323,20241,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48092198,6705,hdbscan#mean,2,0.57700990445832,0.2483287489403006,0.9056910599763307,0.437521929042554,8917,2212
1,48168323,20241,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48092198,6705,hdbscan#min,2,0.57700990445832,0.2483287489403006,0.9056910599763307,0.437521929042554,8917,2212
1,48239118,19108,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48161860,6665,hdbscan#mean,0,0.5816199839597822,0.25302425654536825,0.910215711374196,0.4403627721408364,8917,2252
1,48239118,19108,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,48161860,6665,hdbscan#min,0,0.5816199839597822,0.25302425654536825,0.910215711374196,0.4403627721408364,8917,2252
1,48414229,1861,yago,hdbscan,2,96366,0.5,5,1,n,sr,sr,te,"te#2,5,1",0,5,-1,,1,,"0.50,0.50",adm,0.5,48319724,8917,hdbscan#max,0,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,0.33430783199021474,8917,0
1,48414229,1861,yago,hdbscan,2,96366,0.5,5,1,n,sr,sr,zipf,"zipf#2,5,1,2",0,5,-1,,1,2.0,"0.50,0.50",adm,0.5,48319724,8917,hdbscan#max,1,0.3343078319902147,2.307173117555585e-05,0.668592592249256,0.3343078319902147,8917,0
1,48414229,1861,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,48319724,8917,hdbscan#mean,0,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,0.33430783199021474,8917,0
1,48414229,1861,yago,hdbscan,5,96366,0.5,5,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,48319724,8917,hdbscan#min,0,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,0.33430783199021474,8917,0
1,64378646,144,yago,hdbscan,5,96366,0.5,65,1,n,sr,sr,te,"te#5,50,5",0,50,-1,,5,,"0.50,0.50",adm,0.5,64282424,8917,hdbscan#max,0,0.44432018250697597,0.0007594743539000642,0.8878808906600364,0.44432018250697597,8917,0
1,64378646,144,yago,hdbscan,5,96366,0.5,65,1,n,sr,sr,zipf,"zipf#5,50,5,2",0,50,-1,,5,2.0,"0.50,0.50",adm,0.5,64282424,8917,hdbscan#max,1,0.44432018250697597,0.0007594743539000642,0.8878808906600364,0.44432018250697597,8917,0
